Company,First name,Last Name,Title,Street,Suburb,State,Postcode,Phone,Fax,Mobile,Email,Website
View Street Café,Joanne,COOMER,,"Shop 4, 47-55 View Street",Bendigo ,VIC,3550,03 5442 4095,,,Joanne-7ca98@bendigotraders.org,www.wellspringsdayspa.com.au
Trevor Andrew Real Estate,Norma,BLYTH,Property Manager,82 Wills Street,Bendigo ,VIC,3550,03 5443 7088,5442 4440,0409 794 777,Norma-e5ee3@bendigotraders.org,
The Epicurean,Karen,OTHAMS,,208 Mitchell Street,Bendigo ,VIC,3550,03 5443 2699,,,Karen-c960d@bendigotraders.org,www.pwc.com/au
The Green Olive,Peter,BRABHAM,,106 Bath Lane,Bendigo ,VIC,3550,03 5442 2676,5442 2676,,Peter-4ecfd@bendigotraders.org,www.ausindustry.gov.au
The McIvor Motor Inn,Zachary,BECKETT,,64 McIvor Road,Bendigo ,VIC,3550,03 5443 8444 ,5442 5685,,Zachary-f8f70@bendigotraders.org,www.confuciusinstitute.unimelb.edu.au
Bendigo Community Telco,Mary,BURKE,Chief Exectutive Officer,34 McLaren Street ,Bendigo ,VIC,3550,03 5454 5000,5454 1554,0400 545 000,Mary-4ac13@bendigotraders.org,www.cvgt.com.au
Commonwealth Bank,Bill,WHITWORTH,Customer Service Speacialist,61 Hargreaves Mall,Bendigo,VIC,3550,03 5440 2100,5440 2142,,Bill-18ea1@bendigotraders.org,www.bendigotelco.com.au
OPSM Bendigo,Christine,BROWN,Optometrist & Contact Lense Specialist,Bendigo Market Place,Bendigo ,VIC,3550,03 5443 4662,5441 6209,,Christine-53e41@bendigotraders.org,www.telstra.com/countrywide
CVGT ,Heather,BARKER,Business Development Manager,205 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0418 126 529,Heather-0c910@bendigotraders.org,
ANZ,Bill,FOXCROFT,Branch Manager,"Shop 20 , CS Square, 13/19 Lake Street",Caroline Springs,VIC,3023,03 8361 9060,9363 5014,,Bill-b7a42@bendigotraders.org,www.ausindustry.gov.au
Blue Illusion Bendigo,Mark,BELL,Marketing Manager,181 Williamson Street ,Bendigo ,VIC,3550,03 5441 5415,,,Mark-bcd4b@bendigotraders.org,http://www.thrive-imagine.com
Confucius Institute - University Of Melbourne,Jeff,HINES,Manager,13 Bouverie Street,Carlton,VIC,3053,03 9347 8462,9348 1067,,Jeff-cfbeb@bendigotraders.org,www.directfocus.com.au
Simonds Homes,Jeff,ANDREWS,New Homes Advisor,Po Box 5022 ,Sandhurst East,VIC,3550,03 5443 3344,5442 9800,0414 488 508,Jeff-a6aca@bendigotraders.org,
Hogan's Accountants & Advisors,Eve,BURROWS,,49 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Eve-59cb0@bendigotraders.org,www.kidstown.org.au
Financial Index Australia,Bill,BROWNE,Representative,130 Hargreaves Street,Bendigo,VIC,3550,03 5441 3255,5441 3452,0438 783 836,Bill-1b807@bendigotraders.org,www.idoidocreations.com.au
Make Your House A Home,Juliette,HALE,,,,,,03 5442 6093,,,Juliette-33a5b@bendigotraders.org,http://www.thrive-imagine.com
Spring Gully Primary School,Janet,AITKEN,Principal,Spring Gully Road,Bendigo ,VIC,3550,03 5443 7230,5441 5584,0448 422 171,Janet-c9c55@bendigotraders.org,www.ausindustry.gov.au
Luke Goggin Real Estate,James,PASSMORE,Agents Representative,58 Mitchell Street,Bendigo ,VIC,3550,03 5442 1422,5441 6662,0413 395 919,James-ab85d@bendigotraders.org,www.greatershepparton.com.au
MEGT,Annabel,BROWNE,Area Manager,85st Floor 386 Hargreaves Street ,Bendigo,VIC,3550,03 5442 8862,5443 8379,0409 110 359,Annabel-03619@bendigotraders.org,
Bendigo Bank,Theresa,MOULTON,Public Relations Officer,,,,,03 5485 7111,5485 7635,0407 882 474,Theresa-cd2ca@bendigotraders.org,
Commonwealth Bank,Robert,ALLAN,Relationship Executive,37 King Street,Bendigo ,VIC,3550,03 5440 2669,5440 2659,0429 144 628,Robert-e6200@bendigotraders.org,
GPS Ag,Pansy,Drake ,,64 Port Road ,Kadina,SA,5554,08 8821 4128,8821 4733,0428 428 707,Pansy-81bfd@bendigotraders.org,
Parbury,Darryl,BROOKS,Designer Rep,64 International Court,Scoresby,VIC,3179,03 9765 5222,9753 4080,0434 184 756,Darryl-1c55b@bendigotraders.org,www.simonds.com.au
t'hooft,Elisha,STOCK,,,,,,03 5444 4448,,0403 961 736,Elisha-e34b6@bendigotraders.org,www.sanctuaryspa.com.au
People Potential Unlimited,Shelagh,ALLAN,Managing Principal,Po Box 1317,Bendigo ,VIC,3552,,,0407 685 601,Shelagh-c9c6d@bendigotraders.org,www.sctlogistics.com.au
Ie Design,Haley,ALEXANDER,,,,,,,,0408 662 717,Haley-d60db@bendigotraders.org,www.fresh2u.com.au
CVGT ,Jack,BECKETT,General Manager,Jackson Street,Long Gully,VIC,3550,03 5449 2000,5441 1212,0417 357 663,Jack-f455d@bendigotraders.org,
ESE Consulting,Rosemary,ANDREWS,Senior Consultant,64 Hopetoun Street,Bendigo ,VIC,3550,03 5442 6676,5442 6636,0411 987 704,Rosemary-acdb3@bendigotraders.org,
Silk Day Spa,Suzie,BARNARD,Owner,154-58 McIvor Road,Bendigo ,VIC,3550,03 5444 5554,03 5444 5552,0488 137 692,Suzie-faa69@bendigotraders.org,
Telstra Country Wide ,Tracey,BLACKMAN,Business Solutions Manager,148 Armstrong Street,South Ballarat,VIC,3353,1800 630 052,1800 808 483,,Tracey-11ca3@bendigotraders.org,
Continuing Education ,Jean,BARNES,Manager,154 Myers Street,Bendigo ,VIC,3550,03 5430 2135,5442 7354,0409 782 669,Jean-b7ea2@bendigotraders.org,www.tick-it.com.au
Stephen Malone Pahotography,Timothy,KING,Owner,175 Marks Street,Bendigo ,VIC,3550,03 5441 3812,,0417 036 369,Timothy-6d0f2@bendigotraders.org,www.cvgt.com.au
,Julian,FRANCE,,,,,,,,,Julian-e2cd2@bendigotraders.org,
Bendigo Community Telco,Richard,BARCLAY,Technical Manager,Po Box 1062,Bendigo,VIC,3552,03 5454 5009,5454 1509,0428 366 123,Richard-ac574@bendigotraders.org,www.bendigospirit.com.au
Simonds Homes,Florence,BLACKMAN,New Homes Advisor,Po Box 5022 ,Sandhurst East,VIC,3550,03 5443 3344,5442 9800,0414 488 508,Florence-43d76@bendigotraders.org,www.eplusarchitecture.com.au
Bendigo Community Telco,Guy,BARCLAY,Sales & Marketing Manager,Po Box 1062,Bendigo,VIC,3550,03 5454 5039,5454 1539,0428 366 789,Guy-8eda3@bendigotraders.org,
Your Emplyment Solutions,Elizabeth,PATERSON,Site Manager,13B Mollison Street,Bendigo,VIC,3550,03 5441 5611,5441 5894,,Elizabeth-9c13e@bendigotraders.org,
Bendigo Health,Duncan,ZIS,Project Officer,Po Box 126,Bendigo ,VIC,3552,03 5454 6412,5454 6420,,Duncan-8f4d5@bendigotraders.org,www.yesonline.com.au
Remington Direct,Wulfhilda,BROWNE,Managing Director,205 Mair Street ,Ballarat,VIC,3350,03 5332 9077,5332 1933,0408 147 950,Wulfhilda-c7376@bendigotraders.org,
Kids Town,Jim,GOOCH,Playground Coordinator,Locked Bag 1000,Shepparton ,VIC,3632,03 5831 4213,5821 2172,0407 042 438,Jim-37203@bendigotraders.org,
Winn Legal,Jeffery,MOTTERSHEAD,Accredited Specialist Personal Injury,Ground Floor 116 Hardware Street ,Melbourne,VIC,3000,03 9600 3000 or 03 5443 4161,9600 3111,,Jeffery-baf5f@bendigotraders.org,
Silk Day Spa,Kathryn,LOTT,Owner,184-58 McIvor Road,Bendigo ,VIC,3550,03 5444 5554,03 5444 5552,0488 137 692,Kathryn-70b09@bendigotraders.org,www.bendigocinemas.com.au
Reale Creative,Ann,LOWRY,,Po Box 7235,Shepparton ,VIC,3632,,,,Ann-78873@bendigotraders.org,
Office 3564 Café & Wine Bar,Fiona,CHILCOTT,,22 Hare Street ,Echuca,VIC,3564,03 5482 3564,5480 0577,,Fiona-44fcb@bendigotraders.org,www.gps-ag.com.au
Bendigo Bank,Julia,JACKMAN,Business Banking Officer,40 Hargreaves Street,Bendigo,VIC,3550,03 5433 9090,5433 9588,0413 124 629,Julia-d57b4@bendigotraders.org,
Shire Of Campaspe,Catharine,Le MESURIER,Exectutive Officer,Po Box 35 ,Echuca,VIC,3564,03 5481 2203 ,5481 2293,,Catharine-3b856@bendigotraders.org,
Hogan's Accountants & Advisors,Tom,ADAMS,,172 St.Georges Road,North Fitzroy,VIC,3068,03 9481 7473,9482 4141,0413 584 700,Tom-de74b@bendigotraders.org,www.delfinrealty.com.au
e+ architecture,John,GAUNT,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,0408 129 440,John-222f0@bendigotraders.org,
Bendigo Community Telco,June,BLACKMAN,Chief Exectutive Officer,196 McLaren Street ,Bendigo ,VIC,3550,03 5454 5000,5454 1554,0400 545 000,June-0506f@bendigotraders.org,www.delfinrealty.com.au
The Bendigo Advertiser,Kevin,LOTT,Editor,187 Queen Street ,Bendigo ,VIC,3550,03 5434 4471,5434 4499 ,0407 332 403,Kevin-79064@bendigotraders.org,www.idealloans.com.au
Lift Truck Services,Frank,BOASE,,175 Midland Hwy,Epsom,VIC,3551,03 5448 8802,,0412 621 212,Frank-10bc6@bendigotraders.org,www.ausindustry.gov.au
Commonwealth Bank,Isobel,BLAKE,Relationship Executive,133 King Street,Bendigo ,VIC,3550,03 5440 2669,5440 2659,0429 144 628,Isobel-d0427@bendigotraders.org,www.cvgt.com.au
REIV,Karll,AITKEN,Estate Agent,97 Camberwell Road,Camberwell ,VIC,3124,+61 3 9205 6626 ,+61 3 9205 6692,0419 165 989,Karll-99e26@bendigotraders.org,
Remington Direct,Sophie,PARRY,Managing Director,97 Mair Street ,Ballarat,VIC,3350,03 5332 9077,5332 1933,0408 147 950,Sophie-ffde6@bendigotraders.org,www.advancelandscapeandleisure.com.au
CVGT ,Max,MORRISON,Business Development Manager,190 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0418 126 529,Max-3a3ee@bendigotraders.org,www.hildebrand.com.au
ESE Consulting,Sam,BROWNING,Senior Consultant,163 Hopetoun Street,Bendigo ,VIC,3550,03 5442 6676,5442 6636,0411 987 704,Sam-cddbb@bendigotraders.org,
SCT Logistics,Heather,ALLAN,,34 Westlink Court,Altona,VIC,3018,03 9931 5333,9369 9747,0437 129 078,Heather-f751b@bendigotraders.org,
Hudsons Coffee,Jennifer,BROWNE,Marketing Manager,Po Box 12477 A'Beckett Street,Melbourne,VIC,8006,03 9631 0207,9654 2431,,Jennifer-bd28e@bendigotraders.org,www.itben.com.au
Loddon Mallee Pallitive Care,John,BAKER,Administration Officer,,,,,03 5454 9208,5454 6496,,John-5e8bb@bendigotraders.org,
Simonds Homes,Debbie,LESLIE,New Homes Advisor,Po Box 5022 ,Sandhurst East,VIC,3550,03 5443 3344,5442 9800,0414 488 508,Debbie-88872@bendigotraders.org,www.megt.com.au
Universita Bar & Risotrante,Kurt,ATKINS,,133 Lygon Street ,Carlton,VIC,3053,03 9347 2142,9347 0705,0418 186 104,Kurt-ced20@bendigotraders.org,www.swanhillonline.com
Wet Technologies,Martin,KENT,National Sales Manager,211 Karinie Street,Swan Hill,VIC,3585,03 5033 1566,5033 1213,0400 580 431,Martin-c610c@bendigotraders.org,www.bloomngifts.com.au
Central - Vic.Ag,Jessie,McKERRACHER,,Po Box 110 ,Bridgewater,VIC,3516,,5442 8089,0427 328 534,Jessie-04356@bendigotraders.org,
The Green Olive,Jack,AUSTIN,,76 Bath Lane,Bendigo ,VIC,3550,03 5442 2676,5442 2676,,Jack-45c5a@bendigotraders.org,www.thebridgebendigo.com.au
Bendigo Trainging Academy,Benjamin,COUSINS,,124 High Street ,Bendigo ,VIC,3550,03 5444 1876,5441 6727,0409 947 129,Benjamin-1a6dc@bendigotraders.org,
CVGT ,Denis,BARLOW,General Manager,55 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0408 038 783,Denis-b48b8@bendigotraders.org,
Impress Publicity,Roy,REGAN,,79 Nixon Street,Shepparton ,VIC,3630,03 5821 2651,5821 6174,0400 644 637,Roy-f322f@bendigotraders.org,www.commbank.com.au
The Petal Factory,Marc,HAMMIL,,88 Bridge Street,Bendigo ,VIC,3550,03 5443 5519,5442 3648,,Marc-2a073@bendigotraders.org,www.icnvic.org.au
Tyndall Accounting,Beverly,MAGUIRE,Director,160 Pall Mall,Bendigo ,VIC,3550,03 5442 7126,5442 9073,,Beverly-1f832@bendigotraders.org,www.cvgt.com.au
OPSM Bendigo,Jillian,BLACK,Optometrist & Contact Lense Specialist,Bendigo Market Place,Bendigo ,VIC,3550,03 5443 4662,5441 6209,,Jillian-49efe@bendigotraders.org,www.stephenmalone.com.au
Fox Personnel,Theresa,ARMSTRONG,Partner,109-171 Hargreaves Street,Bendigo ,VIC,3550,03 5441 2959,5441 6944,0413 388 501,Theresa-2a5af@bendigotraders.org,www.viewstreet.com.au
Shire Of Campaspe,Malcolm,BAKER,Exectutive Officer,Po Box 35 ,Echuca,VIC,3564,03 5481 2203 ,5481 2293,,Malcolm-d8789@bendigotraders.org,www.bendig.vic.gov.au
Bendigo Community Telco,Derek,DELANEY,Chief Exectutive Officer,64 McLaren Street ,Bendigo ,VIC,3550,03 5454 5000,5454 1554,0400 545 000,Derek-4a833@bendigotraders.org,
CVGT ,Benjamin,ANDREWS,Deputy CEO,Jackson Street,Long Gully,VIC,3550,03 5449 2011,5441 1212,0407 403 956,Benjamin-2f6da@bendigotraders.org,
,Kay,MCKEE,,,,,,,,,Kay-766f1@bendigotraders.org,www.australianreceivables.com.au
Rebecca Productions,Janet,ROEHR,Exectuitve Producer,Po Box 409,Ashburton,VIC,3147,03 9889 9799,,0418 726 506,Janet-3788f@bendigotraders.org,www.viewstreet.com.au
Poolside Bendigo,Kurt,BAILEY,,208-69 Powell Street,Bendigo ,VIC,3550,03 5441 6111,5441 7986,,Kurt-6f741@bendigotraders.org,
Calder Regional Waste Management ,Verena,BLYTH,Executive Officer,Po Box 303 ,Woodend,VIC,3442,03 5427 3479,,0438 771 757,Verena-66326@bendigotraders.org,
Lisa Nankervis Photography & Design,Margaret,BROWNE,Photographer & Designer,58 Dungey Avenue,Bendigo ,VIC,3550,03 5443 1258,,0409 977 694,Margaret-6ec4b@bendigotraders.org,
The Match,Glenys,LAVERY,Owners,40 Bull Street ,Bendigo ,VIC,3550,03 5441 4403,5441 5086,0408 815 199,Glenys-22404@bendigotraders.org,www.thooft.com.au
Hickory Developments,Ken,BATES,Development Manager,208 Cremorne Street,Richmonmd,VIC,3121,03 9429 7411,9428 7376,0412 800 091,Ken-b57d2@bendigotraders.org,
QDT,Sheila,ROWSELL,,70 Spring Gully Road,Bendigo,VIC,3550,03 5443 9605,03 5441 6902,0408 053 990,Sheila-7fdf1@bendigotraders.org,www.trevorandrew.com.au
Victoria Finance,Charles,ANDREWS,General Manager,"Level One , 100 Dorcas Street",Melbourne,VIC,3004,1300 842 346,1300 842 329,0427 822 944,Charles-d4c01@bendigotraders.org,www.advancelandscapeandleisure.com.au
Bendigo Bank,Peter,AUSTIN,Business Banking Officer,55 Hargreaves Street,Bendigo,VIC,3550,03 5433 9090,5433 9588,0413 124 629,Peter-d3fdc@bendigotraders.org,www.viewstreet.com.au
Wellsprings Day Spa,Philip,FLEER,Managing Director,97 Welsford Street,Shepparton ,VIC,3630,03 5831 4606,5831 46957,,Philip-5d906@bendigotraders.org,www.shed7.com.au
Birchgrove Property Group,Thomas,CHEW,Director,Po Box 43,Strathdale,VIC,3550,1300 856 911,5442 6111,0419 318 360,Thomas-5a06f@bendigotraders.org,
Price Waterhouse Coopers,Esther,ARMSTRONG,Partner,Freshwater Place 2 Shouthbank blvd,Southbank,VIC,3006,03 8603 6461,8613 2893,0419 594 041,Esther-4d5f7@bendigotraders.org,www.bicknells.com.au
Economic Development Department Shepparton Council,Clive,Fortescue ,Manager ,Locked Bag 1000,Shepparton ,VIC,3632,03 5832 9846,5831 1987,0417 337 623,Clive-70d14@bendigotraders.org,
e+ architecture,Heather,G,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,,Heather-500a8@bendigotraders.org,www.anz.com
MacroPlan Australia,Lisa,NAREA,Associate Director,Level 4 356 Collins Street,Melbourne,VIC,3000,03 9600 0500,,0402 325 290,Lisa-fe636@bendigotraders.org,www.viewstreet.com.au
Kids Town,Alexandra,STEEL,Playground Coordinator,Locked Bag 1000,Shepparton ,VIC,3632,03 5831 4213,5821 2172,0407 042 438,Alexandra-f065a@bendigotraders.org,www.bssc.edu.au
Grant Ready,Melinda,GOULDTHORPE,Principal,214/49 Belmont Road,Ivanhoe,VIC,3079,03 9497 2657,9012 4570,0400 113 914,Melinda-88ca0@bendigotraders.org,www.bendigospirit.com.au
CVGT ,Juliet,FARLEY,General Manager,43 Mundy Street,Bendigo,VIC,3550,03 5441 5177,5443 8549,0408 038 783,Juliet-f467a@bendigotraders.org,www.cvgt.com.au
The Match,Jillian,SPENCER,Owners,205 Bull Street ,Bendigo ,VIC,3550,03 5441 4403,5441 5086,0408 815 199,Jillian-ecd48@bendigotraders.org,www.suttongrangewines.com.au
Shed 7 Hair For Men,Yvette,MOORE,,136 View Street,Bendigo ,VIC,3550,03 5441 4277,,,Yvette-e9e49@bendigotraders.org,www.cvgt.com.au
MEGT,Kate,BULOG,Industry Employment Consultant,223st Floor 386 Hargreaves Street ,Bendigo ,VIC,3550,03 5442 8862,5443 8379,0427 236 895,Kate-e2930@bendigotraders.org,www.digitalw.com.au
Southern Cross Office Equipment,Vivien,BROWN,,121 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Vivien-53285@bendigotraders.org,
Continuing Education ,Bob,ANDREWS,eLearning Coordinator,226 Myers Street ,Bendigo ,VIC,3550,03 5430 2124,5442 7354,0435 047 451,Bob-757ca@bendigotraders.org,www.floate.com.au
Win Television,Juliet,LYLE,Station Manager,Cnr High & Lilly Streets,Bendigo ,VIC,3550,03 5441 8035,5441 8015,0401 673 530,Juliet-8218f@bendigotraders.org,
Tin Shed Arts,Nigel,BLURTON,Director,211 Mollison Street ,Malmsbury,VIC,3446,03 5423 2144,,,Nigel-4bd76@bendigotraders.org,
Shed 7 Hair For Men,Kathleen,DAVEY,,118 View Street,Bendigo ,VIC,3550,03 5441 4277,,,Kathleen-bdfd4@bendigotraders.org,
Reale Creative,Diane,AUBREY,,Po Box 7235,Shepparton ,VIC,3632,,,,Diane-6d656@bendigotraders.org,
National Confectionery Wholesalers,George,BATES,General Manager,Suite 43/255 Drummond Street,Carlton,VIC,3053,03 9349 9800,9349 9899,0418 575 432,George-735f8@bendigotraders.org,
Delfin Realty,Malcolm,BAKER,Sales Consultant,109-8 Lake Street ,Caroline Springs,VIC,3023,03 9360 5488,9360 5021,0419 799 799,Malcolm-7a80a@bendigotraders.org,
Home Building System,Debbie,DACOMB,National Business Development Manager,Po Box 6850 St.Kilda Road,Melbourne,VIC,8008,1300 733 730,1300 557 486,,Debbie-b0c71@bendigotraders.org,
QDT,Leo,COY,,82 Spring Gully Road,Bendigo,VIC,3550,03 5443 9605,03 5441 6902,0408 053 990,Leo-04c1d@bendigotraders.org,
Southern Cross Office Equipment,Matthew,ARNOLD,,172 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Matthew-32549@bendigotraders.org,www.simonds.com.au
Remington Direct,Lena,SEXTON,Managing Director,34 Mair Street ,Ballarat,VIC,3350,03 5332 9077,5332 1933,0408 147 950,Lena-22af7@bendigotraders.org,www.homebuildingsystem.com.au
SCT Logistics,Sheila,O,,199 Westlink Court,Altona,VIC,3018,03 9931 5333,9369 9747,0437 129 078,Sheila-9bce1@bendigotraders.org,www.stephenmalone.com.au
CVGT ,Charles,WHITESIDE,Deputy CEO,Jackson Street,Long Gully,VIC,3550,03 5449 2011,5441 1212,0407 403 956,Charles-96c23@bendigotraders.org,
Telstra Country Wide ,Percy,TRAVIS,Business Solutions Manager,142 Armstrong Street,South Ballarat,VIC,3353,1800 630 052,1800 808 483,,Percy-d3331@bendigotraders.org,www.foxpersonnel.com.au
Happy Landing Marketing & Events,Samantha,ANDREWS,Director,Po Box 68,Bendigo Central,VIC,3552,,,0419 114 573,Samantha-ef870@bendigotraders.org,www.glenvill.com.au
Bendigo Senior Secondary College,Terence,CADWALLADER,Principal,Po Box 545,Bendigo ,VIC,3552,03 5443 1222,5441 4548,0439 012 816,Terence-dcdca@bendigotraders.org,www.aigroup.asn.au
Commonwealth Bank,Elizabeth,NAZARETTE,Relationship Executive,121 King Street,Bendigo ,VIC,3550,03 5440 2669,5440 2659,0429 144 628,Elizabeth-3d2e3@bendigotraders.org,www.telstra.com/countrywide
e+ architecture,Maureen,BLACK,Araia Architect,Po Box 1124,Bendigo ,VIC,3552,03 5443 0055,5441 4981,,Maureen-5c148@bendigotraders.org,www.homebuildingsystem.com.au
Café Au Lait,Ken,MOTTERAM,,139 Mitchell Street,Bendigo ,VIC,3550,03 5443 5126 or 5443 9956,5442 9122,,Ken-5f355@bendigotraders.org,
Fresh 2 U ,Rebecca,HORSPOOL,,Market Box 12 542 Footscray Rd,West Melbourne,VIC,3003,03 9687 9322,9689 6116,0416 275 634,Rebecca-bba73@bendigotraders.org,www.iedesign.com.au
MEGT,Keith,ADAMS,Area Manager,67st Floor 386 Hargreaves Street ,Bendigo,VIC,3550,03 5442 8862,5443 8379,0409 110 359,Keith-d4f72@bendigotraders.org,www.bendigoit.com.au
Good One,Julia,BAKER,Director/Graphic Designer,Po Box 93,Bendigo ,VIC,3550,03 5443 3434,5443 3474,0417 166 297,Julia-767e6@bendigotraders.org,www.yesonline.com.au
Arnold Dallas McPherson,Kate,EASTOUGH,Solicitor,97 Hargreaves Street,Bendigo ,VIC,3550,03 5445 9200 ,5441 4424,,Kate-c7a46@bendigotraders.org,www.iedesign.com.au
Universita Bar & Risotrante,Eric,BEBEE,,145 Lygon Street ,Carlton,VIC,3053,03 9347 2142,9347 0705,0418 186 104,Eric-02467@bendigotraders.org,
PH Property,Joanne,FUHRHOP,Administration Officer,181 Mitchell Street,Bendigo ,VIC,3550,03 5454 1999,5454 1998,,Joanne-02f2e@bendigotraders.org,www.eplusarchitecture.com.au
Southern Cross Office Equipment,Jennifer,STEVENSON,,217 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Jennifer-b5808@bendigotraders.org,
Telstra Country Wide,Alison,GAUCI,,145 King Street,Bendigo,VIC,3550,1800 687 829,03 5434 0033,,Alison-0a488@bendigotraders.org,www.cvgt.com.au
Tick It Pacific Tours,Sarah,HARDY-JOHNSON,,76 Little Collins Street ,Melbourne,VIC,3000,03 9654 6155,9654 3858,,Sarah-a0c97@bendigotraders.org,
Vivadas,Caroline,ADAMS,Account Director,13 High Street,Prahran,VIC,3181,03 9529 3533,9529 7823,0417 033 118,Caroline-f9873@bendigotraders.org,www.macroplan.com.au
TADVIC,Angela,O'LEARY,Chief Exectutive Officer,67 Yarra Boulevard,Kew,VIC,3101,03 9853 8655,9853 8098,,Angela-a4aa6@bendigotraders.org,
QDT,Anna,COUPAR,,22 Spring Gully Road,Bendigo,VIC,3550,03 5443 9605,03 5441 6902,0408 053 990,Anna-ca6d3@bendigotraders.org,www.cafeaulait.com.au
Universita Bar & Risotrante,Henrietta,BAIRD,,46 Lygon Street ,Carlton,VIC,3053,03 9347 2142,9347 0705,0418 186 104,Henrietta-e6c13@bendigotraders.org,www.victoriafinance.com.au
I Do  I Do Creations,Loren,BRUMPTON,"Events, Advertising, Marketing Director ",Po Box 2573,Bendigo ,VIC,3554,03 5444 2797,,0439 205 406,Loren-f9893@bendigotraders.org,www.macroplan.com.au
Idrawfast,Glenys,TOTTIE,,94 Claredon Street ,South Melbourne,VIC,3205,03 9696 3466,9696 3465,0423 881 750,Glenys-218c7@bendigotraders.org,www.stephenmalone.com.au
Bensons Property Group,Frank,ABBOTT,Senior Development Manager,Level 1 461 Bourke Street,Melbourne,VIC,3000,+613 8602 0800,+613 8602 0888,0400 230 744,Frank-b1f8f@bendigotraders.org,www.findex.com.au
Business Stratergies International,Alpheous,AUSTIN,Director,"Innovation Building Level 1, 1010 Latrobe Street",Docklands Vic,VIC,3008,03 9605 9300,9605 9301,0416 131 702,Alpheous-87958@bendigotraders.org,www.winnlegal.com.au
Bendigo Spirit,Frysow,BARCLAY,General Manager,Po Box 282,Eaglehawk,VIC,3556,03 5446 1595,5446 1595,0403 621 784,Frysow-b985e@bendigotraders.org,www.eplusarchitecture.com.au
Bendigo Community Telco,James,MUNN,Chief Exectutive Officer,106 McLaren Street ,Bendigo ,VIC,3550,03 5454 5000,5454 1554,0400 545 000,James-e4fa5@bendigotraders.org,
Bendigo Bank,Eleanor,ALLAN,Business Banking Officer,166 Hargreaves Street,Bendigo,VIC,3550,03 5433 9090,5433 9588,0413 124 629,Eleanor-bfc51@bendigotraders.org,www.idawfast.com
PH Property,Christine,EDWARDS,Director,160 Mitchell Street,Bendigo ,VIC,3550,03 5454 1999,5454 1998,0412 519 998,Christine-111d8@bendigotraders.org,
Trevor Andrew Real Estate,Susan,LATHAM,Property Manager,145 Wills Street,Bendigo ,VIC,3550,03 5443 7088,5442 4440,0409 794 777,Susan-ff941@bendigotraders.org,www.macxarthyhomes.biz
Bendigo Community Telco,Sue,BIRD,Sales Manager,Po Box 1062,Bendigo ,VIC,3552,03 5454 5010,5454 1510,0428 366 005,Sue-412f3@bendigotraders.org,www.grantready.com.au
Southern Cross Office Equipment,Christina,BARCLAY,,34 Mitchell Street,Bendigo,VIC,3550,03 5441 6333,5442 6026,,Christina-c14d0@bendigotraders.org,
Domain Living,Alan,ENRIGHT,,103-138 High Street ,Bendigo ,VIC,3550,03 5443 3000,5441 3220,,Alan-397e6@bendigotraders.org,
Universita Bar & Risotrante,Teri,EKERT,,184 Lygon Street ,Carlton,VIC,3053,03 9347 2142,9347 0705,0418 186 104,Teri-cb90e@bendigotraders.org,www.peteranthony.com.au
Financial Index Australia,Melvin,SOLLY,Representative,88 Hargreaves Street,Bendigo,VIC,3550,03 5441 3255,5441 3452,0438 783 836,Melvin-e780d@bendigotraders.org,www.ncw.com.au
Wet Technologies,Lynda,BENJAMIN,National Sales Manager,151 Karinie Street,Swan Hill,VIC,3585,03 5033 1566,5033 1213,0400 580 431,Lynda-c094d@bendigotraders.org,
Simonds Homes,Philip,BERESFORD,Regional Manager,Po Box 5022,Sandhurst East,VIC,3550,03 5445 1506,5442 9800,0400 794 212,Philip-89a60@bendigotraders.org,www.remingtondirect.com.au
The Petal Factory,Vernon,ADAMS,,55 Bridge Street,Bendigo ,VIC,3550,03 5443 5519,5442 3648,,Vernon-e7dab@bendigotraders.org,www.confuciusinstitute.unimelb.edu.au
Telstra Country Wide ,Bob,ADAMS,Business Solutions Manager,100 Armstrong Street,South Ballarat,VIC,3353,1800 630 052,1800 808 483,,Bob-4c899@bendigotraders.org,www.thegreenolive.com.au
